book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,image_url,small_image_url
4159,3400816,3400816,3440839,27,739328271,9.78074E+12,Janet Evanovich,2009,Plum Spooky,"Plum Spooky (Stephanie Plum, #14.5)",eng,https://images.gr-assets.com/books/1320400804m/3400816.jpg,https://images.gr-assets.com/books/1320400804s/3400816.jpg
4160,1426,1426,1179777,130,60527986,9.78006E+12,Paulo Coelho,1997,Manual do guerreiro da luz,Warrior of the Light,en-US,https://images.gr-assets.com/books/1359135200m/1426.jpg,https://images.gr-assets.com/books/1359135200s/1426.jpg
4161,2548866,2548866,2556437,9,,,G. Norman Lippert,2007,James Potter and the Hall of Elders' Crossing ,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",eng,https://images.gr-assets.com/books/1497650972m/2548866.jpg,https://images.gr-assets.com/books/1497650972s/2548866.jpg
4162,2936415,2936415,2842871,31,385522266,9.78039E+12,Jon Krakauer,2008,Where Men Win Glory: The Odyssey of Pat Tillman,Where Men Win Glory: The Odyssey of Pat Tillman,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4163,824062,824062,2296068,45,800793013,9.7808E+12,"Brother Andrew, Elizabeth Sherrill, John Sherrill",1964,God's Smuggler,God's Smuggler,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4164,9923372,9923372,14385352,24,307595129,9.78031E+12,J. Courtney Sullivan,2011,Maine,Maine,,https://images.gr-assets.com/books/1295996313m/9923372.jpg,https://images.gr-assets.com/books/1295996313s/9923372.jpg
4165,18660447,18660447,26479163,22,006233638X,9.78006E+12,Kasie West,2015,Fill-in boyfrined,The Fill-In Boyfriend,eng,https://images.gr-assets.com/books/1414605032m/18660447.jpg,https://images.gr-assets.com/books/1414605032s/18660447.jpg
4166,161426,161426,1132968,74,553376055,9.78055E+12,Meg Rosoff,2004,How I Live Now,How I Live Now,eng,https://images.gr-assets.com/books/1327870252m/161426.jpg,https://images.gr-assets.com/books/1327870252s/161426.jpg
4167,47613,47613,1243291,39,439856264,9.78044E+12,Garth Nix,2003,Mister Monday,"Mister Monday (The Keys to the Kingdom, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4168,9166559,9166559,14045698,37,778328791,9.78078E+12,Heather Gudenkauf,2011,These things hidden,These Things Hidden,,https://images.gr-assets.com/books/1296001564m/9166559.jpg,https://images.gr-assets.com/books/1296001564s/9166559.jpg
4170,6006518,6006518,6181610,37,1595142517,9.7816E+12,"Lili St. Crow, Lilith Saintcrow",2009,Strange Angels,"Strange Angels (Strange Angels, #1)",eng,https://images.gr-assets.com/books/1331244487m/6006518.jpg,https://images.gr-assets.com/books/1331244487s/6006518.jpg
4171,103342,103342,1017164,70,786886307,9.78079E+12,"Malika Oufkir, MichÃÂ¨le Fitoussi",1999,La PrisonniÃÂ¨re,Stolen Lives: Twenty Years in a Desert Jail,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4172,6013511,6013511,5083472,63,399155813,9.7804E+12,Nora Roberts,2009,Black Hills,Black Hills,en-US,https://images.gr-assets.com/books/1303019108m/6013511.jpg,https://images.gr-assets.com/books/1303019108s/6013511.jpg
4173,91714,91714,577888,48,078512179X,9.78079E+12,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006,Civil War: A Marvel Comics Event,Civil War: A Marvel Comics Event,eng,https://images.gr-assets.com/books/1345813608m/91714.jpg,https://images.gr-assets.com/books/1345813608s/91714.jpg
4174,609870,609870,596352,27,805421300,9.78081E+12,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000,The Vow: The Kim and Krickitt Carpenter Story,The Vow: The Kim & Krickitt Carpenter Story,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4175,7171856,7171856,2534984,79,143913376X,9.78144E+12,Robert A. Heinlein,1951,The Puppet Masters,The Puppet Masters,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4176,23212667,23212667,42755300,23,,,Megan Miranda,2016,All the Missing Girls,All the Missing Girls,eng,https://images.gr-assets.com/books/1452098621m/23212667.jpg,https://images.gr-assets.com/books/1452098621s/23212667.jpg
4177,921651,921651,746296,7,307119408,9.78031E+12,Mercer Mayer,1983,Just Go to Bed,Just Go to Bed,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4178,28449270,28449270,48574866,24,316403431,9.78032E+12,Maria Semple,2016,,Today Will Be Different,,https://images.gr-assets.com/books/1491367278m/28449270.jpg,https://images.gr-assets.com/books/1491367278s/28449270.jpg
4179,228063,228063,236439,14,345470583,9.78035E+12,"CLAMP, William Flanagan",2003,xxxHOLiC #1,"xxxHolic, Vol. 1 (xxxHOLiC, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4180,279692,279692,3350842,11,039541668X,9.7804E+12,"Harry Allard, James  Marshall",1982,Miss Nelson Is Back,"Miss Nelson Is Back (Miss Nelson, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4181,77505,77505,69059,46,553572393,9.78055E+12,Kim Stanley Robinson,1994,Green Mars,"Green Mars (Mars Trilogy, #2)",en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4182,28691,28691,2242650,12,756402980,9.78076E+12,Tad Williams,1993,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)","To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",eng,https://images.gr-assets.com/books/1347824309m/28691.jpg,https://images.gr-assets.com/books/1347824309s/28691.jpg
4183,45685,45685,3062141,295,744549515,9.78074E+12,"Oscar Wilde, Inga Moore",1887,The Canterville Ghost,The Canterville Ghost,eng,https://images.gr-assets.com/books/1363935696m/45685.jpg,https://images.gr-assets.com/books/1363935696s/45685.jpg
4184,18630542,18630542,17378014,16,345529375,9.78035E+12,"Bryan Lee O'Malley, Nathan Fairbairn",2014,Seconds: A Graphic Novel,Seconds,eng,https://images.gr-assets.com/books/1399502867m/18630542.jpg,https://images.gr-assets.com/books/1399502867s/18630542.jpg
4185,16134551,16134551,21961950,14,,,Tijan,2012,Fallen Crest High,"Fallen Crest High (Fallen Crest High, #1)",en-GB,https://images.gr-assets.com/books/1355101275m/16134551.jpg,https://images.gr-assets.com/books/1355101275s/16134551.jpg
4186,327246,327246,317884,14,1402735421,9.7814E+12,JenÃÂ Barcsay,1953,MÃÂ±vÃÂ©szeti AnatÃÂ³mia,Anatomy for the Artist,,https://images.gr-assets.com/books/1328858785m/327246.jpg,https://images.gr-assets.com/books/1328858785s/327246.jpg
4187,6572,6572,221202,23,044018293X,9.78044E+12,John Saul,1977,Suffer the Children,Suffer the Children,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4188,24137,24137,25037,49,60739428,9.78006E+12,Karen Cushman,1994,"Catherine, Called Birdy","Catherine, Called Birdy",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4189,613283,613283,2194204,82,967673747,9.78097E+12,Jean Sasson,1992,Princess: A True Story of Life Behind the Veil in Saudi Arabia ,Princess: A True Story of Life Behind the Veil in Saudi Arabia,en-US,https://images.gr-assets.com/books/1377538002m/613283.jpg,https://images.gr-assets.com/books/1377538002s/613283.jpg
4190,15547,15547,287715,65,1857232569,9.78186E+12,Terry Brooks,1986,Magic Kingdom for SaleÃ¢ÂÂSold!,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4191,68984,68984,2037992,199,553583182,9.78055E+12,"Joseph Murphy, Ian McMahan",1962,The Power of Your Subconscious Mind,The Power of Your Subconscious Mind,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4192,31341,31341,2926067,53,99271494,9.7801E+12,Anne Rice,2001,Blood and Gold: The Vampire Marius,"Blood And Gold (The Vampire Chronicles, #8)",en-US,https://images.gr-assets.com/books/1168274792m/31341.jpg,https://images.gr-assets.com/books/1168274792s/31341.jpg
4193,10816908,10816908,15730581,18,62026518,9.78006E+12,Rae Carson,2012,The Crown of Embers,"The Crown of Embers (Fire and Thorns, #2)",eng,https://images.gr-assets.com/books/1335241091m/10816908.jpg,https://images.gr-assets.com/books/1335241091s/10816908.jpg
4194,153785,153785,2665123,23,,,Tamora Pierce,2000,Page ,"Page (Protector of the Small, #2)",eng,https://images.gr-assets.com/books/1215394280m/153785.jpg,https://images.gr-assets.com/books/1215394280s/153785.jpg
4195,18170039,18170039,25538638,14,62317148,9.78006E+12,Kiera Cass,2014,The Guard,"The Guard (The Selection, #2.5)",eng,https://images.gr-assets.com/books/1380307008m/18170039.jpg,https://images.gr-assets.com/books/1380307008s/18170039.jpg
4196,816870,816870,2683165,58,440442508,9.78044E+12,"Esther Forbes, Lynd Ward",1943,Johnny Tremain,Johnny Tremain,en-US,https://images.gr-assets.com/books/1308964858m/816870.jpg,https://images.gr-assets.com/books/1308964858s/816870.jpg
4197,172732,172732,818488,100,1876175702,9.78188E+12,"Ernesto Che Guevara, Aleida Guevara March",1993,Diarios de motocicleta: notas de viaje por AmÃÂ©rica Latina,The Motorcycle Diaries: Notes on a Latin American Journey,eng,https://images.gr-assets.com/books/1354902593m/172732.jpg,https://images.gr-assets.com/books/1354902593s/172732.jpg
4198,16090636,16090636,21894970,13,,,Kristen Proby,2012,,"Fight with Me (With Me in Seattle, #2)",eng,https://images.gr-assets.com/books/1355896180m/16090636.jpg,https://images.gr-assets.com/books/1355896180s/16090636.jpg
4199,125956,125956,1614882,49,1595540210,9.7816E+12,Ted Dekker,2003,Black 1. The Birth of Evil,"Black: The Birth of Evil (The Circle, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4200,6437061,6437061,6626657,40,316043915,9.78032E+12,N.K. Jemisin,2010,The Hundred Thousand Kingdoms,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",eng,https://images.gr-assets.com/books/1303143211m/6437061.jpg,https://images.gr-assets.com/books/1303143211s/6437061.jpg
4201,857445,857445,325563,11,399226168,9.7804E+12,Peggy Rathmann,1995,Officer Buckle & Gloria (Hardcover),Officer Buckle & Gloria,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4202,63033,63033,2503920,81,374191484,9.78037E+12,"Roberto BolaÃÂ±o, Natasha Wimmer",1998,Los detectives salvajes,The Savage Detectives,en-US,https://images.gr-assets.com/books/1342651149m/63033.jpg,https://images.gr-assets.com/books/1342651149s/63033.jpg
4203,11300302,11300302,16227953,42,373210582,9.78037E+12,Gena Showalter,2012,Alice in Zombieland,"Alice in Zombieland (White Rabbit Chronicles, #1)",eng,https://images.gr-assets.com/books/1333628241m/11300302.jpg,https://images.gr-assets.com/books/1333628241s/11300302.jpg
4204,6801582,6801582,7008092,48,61668060,9.78006E+12,Aprilynne Pike,2009,Spells,"Spells (Wings, #2)",en-US,https://images.gr-assets.com/books/1328316409m/6801582.jpg,https://images.gr-assets.com/books/1328316409s/6801582.jpg
4205,59151,59151,57593,287,1590171691,9.78159E+12,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941,Schachnovelle,Chess Story,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4206,594361,594361,6533130,2,736420959,9.78074E+12,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994,The Lion King (Little Golden Book),The Lion King: A little Golden Book,,https://images.gr-assets.com/books/1320412442m/594361.jpg,https://images.gr-assets.com/books/1320412442s/594361.jpg
4207,11198312,11198312,16505286,20,545324092,9.78055E+12,Gordon Korman,2011,The Medusa Plot,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",eng,https://images.gr-assets.com/books/1328836311m/11198312.jpg,https://images.gr-assets.com/books/1328836311s/11198312.jpg
4208,266904,266904,2564478,45,,9.78044E+12,Jeanne Birdsall,2005,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy","The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",eng,https://images.gr-assets.com/books/1320508900m/266904.jpg,https://images.gr-assets.com/books/1320508900s/266904.jpg
4209,7164343,7164343,7521142,40,044658083X,9.78045E+12,Nelson DeMille,2010,The Lion,"The Lion (John Corey, #5)",en-US,https://images.gr-assets.com/books/1259186800m/7164343.jpg,https://images.gr-assets.com/books/1259186800s/7164343.jpg
4210,112754,112754,2746769,46,044023655X,9.78044E+12,Karen Marie Moning,2001,Kiss of the Highlander,"Kiss of the Highlander (Highlander, #4)",eng,https://images.gr-assets.com/books/1400966202m/112754.jpg,https://images.gr-assets.com/books/1400966202s/112754.jpg
4211,12722468,12722468,17858422,21,1400067898,9.7814E+12,Sally Bedell Smith,2012,Elizabeth The Queen: The Life Of A Modern Monarch,Elizabeth the Queen: The Life of a Modern Monarch,eng,https://images.gr-assets.com/books/1324343095m/12722468.jpg,https://images.gr-assets.com/books/1324343095s/12722468.jpg
4212,19101283,19101283,24342394,78,385351372,9.78039E+12,"Jo NesbÃÂ¸, Charlotte Barslund",2014,SÃÂ¸nnen,The Son,eng,https://images.gr-assets.com/books/1390177620m/19101283.jpg,https://images.gr-assets.com/books/1390177620s/19101283.jpg
4213,6839093,6839093,7050578,14,1607061597,9.78161E+12,"John Layman, Rob Guillory",2009,Taster's Choice,"Chew, Vol. 1: Taster's Choice",eng,https://images.gr-assets.com/books/1409985990m/6839093.jpg,https://images.gr-assets.com/books/1409985990s/6839093.jpg
4214,785453,785453,771451,38,440418518,9.78044E+12,Linda Sue Park,2001,A Single Shard,A Single Shard,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4215,29187,29187,852,48,786931582,9.78079E+12,"Margaret Weis, Tracy Hickman",1986,Time of the Twins,"Time of the Twins (Dragonlance: Legends, #1)",eng,https://images.gr-assets.com/books/1390667790m/29187.jpg,https://images.gr-assets.com/books/1390667790s/29187.jpg
4216,7743117,7743117,17836362,30,61779741,9.78006E+12,Christopher Moore,2012,SacrÃÂ© Bleu: A Comedy d'Art,SacrÃÂ© Bleu: A Comedy d'Art,en-CA,https://images.gr-assets.com/books/1331321350m/7743117.jpg,https://images.gr-assets.com/books/1331321350s/7743117.jpg
4217,331256,331256,1243896,98,575070536,9.78058E+12,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972,ÃÂÃÂ¸ÃÂºÃÂ½ÃÂ¸ÃÂº ÃÂ½ÃÂ° ÃÂ¾ÃÂ±ÃÂ¾ÃÂÃÂ¸ÃÂ½ÃÂµ,Roadside Picnic,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4218,2068676,2068676,2073911,32,006085202X,9.78006E+12,Meg Cabot,2008,Queen of Babble Gets Hitched,"Queen of Babble Gets Hitched (Queen of Babble, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4219,182381,182381,1016559,403,141439882,9.78014E+12,Elizabeth Gaskell,1853,Cranford,Cranford,eng,https://images.gr-assets.com/books/1375746052m/182381.jpg,https://images.gr-assets.com/books/1375746052s/182381.jpg
4220,11761,11761,2968156,71,330369954,9.78033E+12,Don DeLillo,1997,Underworld,Underworld,eng,https://images.gr-assets.com/books/1334304280m/11761.jpg,https://images.gr-assets.com/books/1334304280s/11761.jpg
4221,50140,50140,92349,62,140168125,9.78014E+12,"Jack Kerouac, Aram Saroyan",1962,Big Sur,Big Sur,eng,https://images.gr-assets.com/books/1428984256m/50140.jpg,https://images.gr-assets.com/books/1428984256s/50140.jpg
4222,200572,200572,463407,263,1585678759,9.78159E+12,P.G. Wodehouse,1919,My Man Jeeves,"My Man Jeeves (Jeeves, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4223,6368610,6368610,6517530,25,61659223,9.78006E+12,Melissa Marr,2010,Radiant Shadows,"Radiant Shadows (Wicked Lovely, #4)",en-US,https://images.gr-assets.com/books/1258758145m/6368610.jpg,https://images.gr-assets.com/books/1258758145s/6368610.jpg
4224,13448656,13448656,18968802,14,,9.78148E+12,Kristen Ashley,2012,Motorcycle Man,"Motorcycle Man (Dream Man, #4)",eng,https://images.gr-assets.com/books/1337615202m/13448656.jpg,https://images.gr-assets.com/books/1337615202s/13448656.jpg
4225,20980987,20980987,40358230,26,1455581089,9.78146E+12,Amanda Palmer,2014,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",eng,https://images.gr-assets.com/books/1408547261m/20980987.jpg,https://images.gr-assets.com/books/1408547261s/20980987.jpg
